tempObjectNumber: 1, Title: Kylix,  Period: Cypro-Archaic I,  Date: ca. 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 7 1/4 in.  (18.4 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.467
tempObjectNumber: 2, Title: Glass mosaic perfume bottle,  Period: Early Imperial,  Date: early 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 1/8 in. (5.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.256
tempObjectNumber: 3, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 5/8 in. (2.5 x 9.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2104
tempObjectNumber: 4, Title: Glass cup,  Period: Mid-Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diameter: 3 1/16 in. (7.8 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.224
tempObjectNumber: 5, Title: Terracotta stand with a satyr,  Period: Late Classical,  Date: late 4th century B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: total H. 9 3/4 in. (24.8cm); diameter of lip  5 15/16 in. (15cm),  Classification: Vases,  Credit Line: Rogers Fund 1920,  Accession Number: 20.212
tempObjectNumber: 6, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 13/16 x 1 1/16 in. (2.1 x 2.7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1866
tempObjectNumber: 7, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 1/2 x 7/16 x 1/8 in. (1.3 x 1.1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.771
tempObjectNumber: 8, Title: Lekythos,  Attribution: the manner of the Haimon Painter,  Period: Late Archaic,  Date: 1st quarter of 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 7 1/16 in. (18 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.226
tempObjectNumber: 9, Title: Terracotta neck-amphora (jar) with double handles,  Attribution: the Diosphos Painter,  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter  3 15/16 in. (10 cm.),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.178
tempObjectNumber: 10, Title: Column-krater,  : Near the Maplewood Painter,  Period: Late Classical,  Date: ca. 365–345 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: 19 1/4in. (48.9cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.28
tempObjectNumber: 11, Title: Terracotta lekythos (oil flask),  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; Six's technique,  Dimensions: H. 8 3/4 in. (22.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1967,  Accession Number: 67.11.22
tempObjectNumber: 12, Title: Gold oktadrachm of Ptolemy III Euergetes,  Period: Hellenistic,  Date: ca. 246–221 B.C.,  Culture: Greek Ptolemaic,  Medium: Gold,  Dimensions: Diam.: 1 in. (2.5 cm),  Classification: Coins,  Credit Line: Theodore M. Davis Collection Bequest of Theodore M. Davis 1915,  Accession Number: 30.115.22
tempObjectNumber: 13, Title: Spiral 2 coils,  Culture: Cypriot,  Medium: Silver,  Dimensions: Height: 1/4 x 3/4 in. (0.7 x 1.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3266
tempObjectNumber: 14, Title: Ring glazed signet,  Medium: Clay glazed,  Dimensions: Other: 11/16 x 7/16 x 1 7/16 in. (1.7 x 1.1 x 3.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4539
tempObjectNumber: 15, Title: Glass dish,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: diameter  5 5/8 in. (14.3 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.40
tempObjectNumber: 16, Title: Terracotta oinochoe (jug),  Period: Hellenistic,  Date: ca. 330–300 B.C.,  Culture: Greek South Italian Campanian Teano,  Medium: Terracotta; applied color,  Dimensions: H. 6 5/8 in. (16.8 cm),  Classification: Vases,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.46p
tempObjectNumber: 17, Title: Vase,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: H.: 4 x 3 in. (10.2 x 7.6 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.105
tempObjectNumber: 18, Title: Terracotta globular cup,  Attribution: the Tityos Painter,  Period: Archaic,  Date: ca. 520–510 B.C.,  Culture: Etruscan,  Medium: Terracotta; black-figure Pontic ware,  Dimensions: H.: 3 3/4 in. (9.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.46
