tempObjectNumber: 1, Title: Intaglio,  Culture: Sassanian,  Medium: Sard,  Dimensions: Other: 3/8 x 1/4 in. (1 x 0.6 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.788
tempObjectNumber: 2, Title: Plate,  Period: Iron Age,  Date: ca. 1050–900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 1 1/4 x 9 3/8 x 8 5/16 in. (3.2 x 23.8 x 21.1 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.57.8
tempObjectNumber: 3, Title: Terracotta statuette fragment of a male votary,  Period: Early Hellenistic,  Date: 3rd century B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made and hand-made,  Dimensions: h. 3 15/16 in. (10 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1635
tempObjectNumber: 4, Title: Terracotta lekythos (oil flask) with an owl,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: H. 4 7/8 in. (12.4 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.21
tempObjectNumber: 5, Title: Terracotta hydria:kalpis (water jar),  Attribution: the Chicago Painter,  Period: Classical,  Date: ca. 450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diam. of foot: 4 3/8 in. (11.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.192
tempObjectNumber: 6, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 9/16 x 1 1/16 in. (1.4 x 2.7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.2006
tempObjectNumber: 7, Title: Carnelian ring stone,  Period: Late Republican or Imperial,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Length: 1/2 in. (1.2 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.57
tempObjectNumber: 8, Title: Kylix fragments 2,  Attribution: the Antiphon Painter,  Period: Late Archaic,  Date: ca. 490–480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1973,  Accession Number: 1973.212.2a b
tempObjectNumber: 9, Title: Lamp,  Date: 2nd century A.D.,  Medium: Terracotta,  Dimensions: Length 8.3 cm.  H. 3 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1958
tempObjectNumber: 10, Title: Terracotta carinated cup,  Period: Middle Minoan II,  Date: ca. 1900–1750 B.C.,  Culture: Minoan,  Medium: Terracotta; Polychrome fine ware,  Dimensions: Diameter as restored 3 1/4 in. (8.3 cm.),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.30
tempObjectNumber: 11, Title: Two fragments of a limestone sarcophagus lid with snakes,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 6 7/8 x 11 1/4 x 7 in. (17.5 x 28.6 x 17.8 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2615
tempObjectNumber: 12, Title: Kylix fragments,  Attribution: Makron,  Period: Late Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Classification: Vases,  Credit Line: Purchase David L. Klein Jr. Memorial Foundation Inc. and Stuart Tray Gifts 1978,  Accession Number: 1979.11.7ad
