tempObjectNumber: 1, Title: Gold garnet and agate earring,  Period: Late Hellenistic,  Date: 1st century B.C.,  Culture: Greek,  Medium: Gold garnet agate,  Dimensions: length  3 5/16in. (8.4cm),  Classification: Gold and Silver,  Credit Line: Purchase The Bothmer Purchase Fund and Lila Acheson Wallace Gift 1994,  Accession Number: 1994.230.6
tempObjectNumber: 2, Title: Faience aryballos (perfume vase) in the form of a hedgehog,  Period: Archaic,  Date: ca. 550–500 B.C.,  Culture: East Greek,  Medium: Faience,  Dimensions: 4 3/8 x 3 1/4 x 7 in.  (11.1 x 8.3 x 17.8 cm),  Classification: Miscellaneous-Faience,  Credit Line: Marguerite and Frank A. Cosgrove Jr. Fund 1999,  Accession Number: 1999.254
tempObjectNumber: 3, Title: Terracotta oinochoe (jug),  Attribution: the Painter of London B 620,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure white-ground,  Dimensions: H. with handle  11 1/2 in. (29.2 cm),  Classification: Vases,  Credit Line: Purchase Joseph Pulitzer Bequest 1946,  Accession Number: 46.11.7
tempObjectNumber: 4, Title: Lekythos,  Attribution: the Athena Painter,  Period: Classical,  Date: ca. 480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure white-ground,  Dimensions: Diameter: 3 1/2 × 1 3/4 × 2 5/16 in. (8.9 × 4.5 × 5.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.146
tempObjectNumber: 5, Title: Vase fragment,  Period: Helladic,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: 3 3/8 x 1 5/8in. (8.6 x 4.2cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1923,  Accession Number: 23.119.18
tempObjectNumber: 6, Title: Bronze box mirror,  Period: Late Classical,  Date: mid-4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: diameter  5 1/4in. (13.3cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1907,  Accession Number: 07.259
tempObjectNumber: 7, Title: Lamp,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 in. (2.5 x 7.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2207
tempObjectNumber: 8, Title: Lekythos,  Attribution: the Painter of Cambridge 3.17,  Period: Classical,  Date: 2nd quarter of 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure white-ground,  Dimensions: Diameter: 2 1/4 × 1 5/16 × 1 9/16 in. (5.8 × 3.4 × 4 cm),  Classification: Vases,  Credit Line: Gift of Samuel G. Ward 1875,  Accession Number: 75.2.1
tempObjectNumber: 9, Title: Terracotta oinochoe (jug),  Period: Geometric,  Date: early 8th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: H. 5 3/16 in. (13.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.4
tempObjectNumber: 10, Title: Ring,  Medium: Gold,  Dimensions: Diameter: 7/16 × 1/8 in. (1.2 × 0.4 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.252
tempObjectNumber: 11, Title: Chariot fragments socket and plaque,  Period: Archaic,  Date: ca. 500–480 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H. 5 3/8 in. (13.7 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1929,  Accession Number: 29.131.3b
