tempObjectNumber: 1, Title: Seal stamp,  Period: Early Minoan III–Middle Minoan IA,  Date: ca. 2200–1900 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 13/16 x 9/16 in. (2.1 x 1.4 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.35
tempObjectNumber: 2, Title: Seal conoid,  Period: Early Minoan III–Middle Minoan IA,  Date: ca. 2100–1900 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 5/8 x 1/2 in. (1.6 x 1.3 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.15
tempObjectNumber: 3, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 9/16 x 1/8 in. (1.4 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.877
tempObjectNumber: 4, Title: Glass bottle shaped like a date,  Period: Mid Imperial,  Date: mid-1st–early 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown in a two-part mold,  Dimensions: H.: 2 3/8 x 1 1/4 x 5/8 in. (6 x 3.2 x 1.6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.246
tempObjectNumber: 5, Title: Earring with disc chains,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other (95.15.202): 9/16 x 7/16 x 1 1/2 in. (1.4 x 1.1 x 3.9 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.201 .202
tempObjectNumber: 6, Title: Phiale or patera,  Medium: Silver,  Dimensions: 1 1/8 × 6 1/16 in. (2.9 × 15.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4575
tempObjectNumber: 7, Title: Spirals,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 1/2 x 1/16 in. (1.2 x 0.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3105
tempObjectNumber: 8, Title: Foot fragment,  Medium: Bronze,  Dimensions: H.: 2 1/2 x 3 3/8 x 1 3/8 in. (6.4 x 8.6 x 3.5 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.108
tempObjectNumber: 9, Title: Spirals,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 1/2 x 1/16 in. (1.3 x 0.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3109
tempObjectNumber: 10, Title: Terracotta aryballos (perfume vase),  Period: Archaic,  Date: mid-6th century B.C.,  Culture: Rhodian,  Medium: Terracotta,  Dimensions: H. 3 3/16 in. (8.1 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1939,  Accession Number: 39.11.7
tempObjectNumber: 11, Title: Bronze spear-butt,  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: total length 16 5/8 in. (42.3 cm); length without socket 10 13/16 in. (27.5 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1938,  Accession Number: 38.11.7
