tempObjectNumber: 1, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 9/16 x 7/8 in. (1.4 x 2.2 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1932
tempObjectNumber: 2, Title: Bronze relief,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Overall: 2 3/8 x 3 15/16in. (6 x 10.1cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1980,  Accession Number: 1980.11.19
tempObjectNumber: 3, Title: Inscribed marble base,  Period: Imperial,  Date: 2nd century A.D.,  Culture: Roman Cypriot,  Medium: Marble red and white,  Dimensions: Overall: 3 x 7 3/4 x 4 7/8 in. (7.6 x 19.7 x 12.4 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2432
tempObjectNumber: 4, Title: Jug,  Period: Cypro-Geometric III,  Date: 850–750 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 4 1/16in. (10.3cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.540
tempObjectNumber: 5, Title: Glass jug,  Period: Late Roman,  Date: 4th century A.D.,  Culture: Roman,  Medium: glass; blown and trailed,  Dimensions: H.: 6 3/4 in. (17.1 cm),  Classification: Glass,  Credit Line: Purchase Vaughn Foundation Gift 2006,  Accession Number: 2006.476
tempObjectNumber: 6, Title: Glass oinochoe (perfume jug),  Period: Late Classical or Hellenistic,  Date: mid-4th–early 3rd century B.C.,  Culture: Greek Eastern Mediterranean or Italian,  Medium: Glass; core-formed Group II,  Dimensions: Overall: 4 13/16in. (12.2cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1366
tempObjectNumber: 7, Title: Fibula,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 1 1/2in. (3.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5554
tempObjectNumber: 8, Title: Glass stirring rod,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; drawn and tooled,  Dimensions: H. 6 7/8 in. (17.5 cm); diameter  1 1/8 in. (2.9 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.153
tempObjectNumber: 9, Title: Terracotta askos (flask) in the form of a rooster,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: H. 7 3/8 in. (18.7 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1929,  Accession Number: 29.131.5
tempObjectNumber: 10, Title: Terracotta jug,  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: H. without handle  7 3/8 in. (18.8 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Exploration of Sardis 1914,  Accession Number: 14.30.11
tempObjectNumber: 11, Title: Lekythos,  Period: Late Archaic,  Date: ca. 500–480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 16.59 cm.,  Classification: Vases,  Credit Line: Gift of Mrs. James E. Marcuse 1980,  Accession Number: 1980.536.2
tempObjectNumber: 12, Title: Limestone statue of Artemis Bendis,  Period: Hellenistic,  Date: ca. 3rd century B.C.,  Culture: Cypriot,  Medium: Hard limestone,  Dimensions: 30 3/4 x 12 3/4 x 7 1/4 in.  (78.1 x 32.4 x 18.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2477
