tempObjectNumber: 1, Title: Terracotta bell-krater (mixing bowl),  Attribution: the Pisticci Painter,  Period: Classical,  Date: ca. 430–410 B.C.,  Culture: Greek South Italian Lucanian,  Medium: Terracotta; red-figure,  Dimensions: 12 5/16in. (31.3cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.57
tempObjectNumber: 2, Title: Marble forepart of a left sandaled foot,  Period: Imperial,  Date: 1st or 2nd century A.D.,  Culture: Cypriot,  Medium: Black marble with white veins,  Dimensions: Overall: 2 1/2 x 5 1/4 x 3 3/4 in. (6.4 x 13.3 x 9.5 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2879
tempObjectNumber: 3, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 3/4 in. (9.5 cm),  Classification: Glass,  Accession Number: 34.132.33
tempObjectNumber: 4, Title: Skyphos,  Period: Early Hellenistic,  Date: ca. 325–300 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta,  Dimensions: H. 14.76 cm. Diameter w/ handles 23.5 cm.,  Classification: Vases,  Credit Line: Bequest of May Blackstone Huntington 1938,  Accession Number: 39.148.17
tempObjectNumber: 5, Title: Earring delta-shaped,  Medium: Gold,  Dimensions: Other: 7/16 × 1/16 × 7/8 in. (1.2 × 0.2 × 2.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3926
tempObjectNumber: 6, Title: Terracotta kylix (drinking cup),  Attribution: Apollodoros,  Period: Archaic,  Date: ca. 500–490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 3 7/16 in. (8.7 cm); diameter  8 in. (20.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1918,  Accession Number: 18.145.28
tempObjectNumber: 7, Title: Gold and amethyst earring,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Gold amethyst,  Dimensions: Other: 1 1/16 in. (2.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3974
tempObjectNumber: 8, Title: Strigil,  Medium: Iron,  Classification: Miscellaneous-Iron,  Credit Line: Purchase 1896,  Accession Number: 96.9.449
tempObjectNumber: 9, Title: Limestone footstool,  Period: Classical,  Date: 1st half of the 5th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 7 7/8 × 28 7/16 in. (20 × 72.2 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2320
tempObjectNumber: 10, Title: Needle ?,  Medium: Bronze,  Dimensions: Other: 4 1/8 in. (10.5 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.126
tempObjectNumber: 11, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Overall: 1 x 4 in. (2.5 x 10.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2008
tempObjectNumber: 12, Title: Vase fragment,  Period: Helladic,  Culture: Aegean,  Medium: Terracotta,  Dimensions: 15/16 × 15/16 × 1/8 in. (2.4 × 2.4 × 0.4 cm),  Classification: Vases,  Credit Line: Anonymous Gift 1933,  Accession Number: 33.138.30
