tempObjectNumber: 1, Title: Vase fragment,  Period: Early Helladic,  Date: ca. 3000–2000 B.C.,  Culture: Aegean,  Medium: Terracotta,  Dimensions: Other: 1 5/16in. (3.4cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.100
tempObjectNumber: 2, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 2 1/16in. (5.2cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.98
tempObjectNumber: 3, Title: Glass jar,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Diam.: 2 1/2 x 2 1/2 in. (6.4 x 6.4 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.177
tempObjectNumber: 4, Title: Antefix head of Herakles,  Medium: Terracotta,  Dimensions: 7 x 7 3/8 in.  (17.8 x 18.7 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.52
tempObjectNumber: 5, Title: Statuette of a woman wearing a mantle over head,  Medium: Bronze,  Dimensions: H.: 4 3/16 in. (10.6 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.407
tempObjectNumber: 6, Title: Gold earring with head of a bull,  Period: Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 9/16 x 3/16 x 9/16 in. (1.4 x 0.5 x 1.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3406
tempObjectNumber: 7, Title: Rock crystal oval,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek,  Medium: Rock crystal,  Dimensions: Overall: 13/16 x 11/16 in. (2 x 1.7 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.18
tempObjectNumber: 8, Title: Limestone grave relief with two sphinxes,  Period: Cypro-Classical,  Date: late 5th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 18 1/2 x 27 x 8 1/2 in. (47 x 68.6 x 21.6 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2856
tempObjectNumber: 9, Title: Limestone statue of a male votary wearing a wreath and long tunic,  Period: Late Classical,  Date: ca. 425–400 B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: ,  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2482
tempObjectNumber: 10, Title: Seated boy,  Period: Cypro-Classical II,  Date: 4th century B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made and hand-made,  Dimensions: H. 4 3/4 in. (12.1 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1603
tempObjectNumber: 11, Title: Terracotta figure of a woman,  Period: Classical,  Date: mid-5th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 17 3/4 in. (45 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1151
tempObjectNumber: 12, Title: Glass flask,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 3 3/8 x 1 5/8 in. (8.6 x 4.1 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5778
tempObjectNumber: 13, Title: Carnelian ring stone,  Period: Late Republican or Imperial,  Date: ca. 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Length: 1/2 in. (1.3 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.105
