tempObjectNumber: 1, Title: Marble sarcophagus fragment: head of an African (known as an Ethiopian),  Period: Mid-Imperial Severan,  Date: 1st quarter of the 3rd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: Overall: 6 3/4 x 4 3/4in. (17.2 x 12.1cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1918,  Accession Number: 18.145.57
tempObjectNumber: 2, Title: Head of a woman,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 3 3/8 in. (8.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.109
tempObjectNumber: 3, Title: Glass whorl or bead,  Date: 5th–7th century A.D.,  Culture: Frankish,  Medium: Glass; rod-formed and trailed,  Dimensions: Diam.: 1 5/8 in. (4.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.411
tempObjectNumber: 4, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 x 1 1/4 in. (2.5 x 3.1 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1707
tempObjectNumber: 5, Title: Marble portrait bust of a man,  Period: Late Imperial,  Date: mid–3rd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: H. 25 7/8 in. (65.7 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1908,  Accession Number: 08.258.46
tempObjectNumber: 6, Title: Gold ring with garnet ring stone,  Period: Hellenistic,  Date: late 4th–2nd century B.C.,  Culture: Greek or Cypriot,  Medium: Gold garnet,  Dimensions: Diam.: 13/16 in. (2.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4075
tempObjectNumber: 7, Title: Terracotta amphora (jar),  Attribution: the Group of Würzburg 199,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diam. (D. of mouth): 10 3/16 in. (25.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.68a
tempObjectNumber: 8, Title: Oinochoe,  Period: Iron Age,  Date: ca. 1050–900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 5 13/16 in. (14.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.738
tempObjectNumber: 9, Title: Earring of simple form,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 1 1/8 x 1/4 in. (2.9 x 0.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3159
tempObjectNumber: 10, Title: Glass flask,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 6 7/8 in. (17.5 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.171
tempObjectNumber: 11, Title: Fibula fragment,  Medium: Amber,  Dimensions: Diameter: 11/16 x 7/16 in. (1.7 x 1.2 cm),  Classification: Miscellaneous-Amber,  Credit Line: Purchase 1896,  Accession Number: 96.9.496
tempObjectNumber: 12, Title: Glass mosaic face bead,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman Egyptian,  Medium: Glass,  Dimensions: Diam.: 5/8 in. (1.6 cm),  Classification: Glass,  Credit Line: Rogers Fund 1952,  Accession Number: 52.11.14
tempObjectNumber: 13, Title: Intaglio,  Medium: Green stone transparent,  Dimensions: Other: 3/8 x 1/2 x 1/8 in. (0.9 x 1.3 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1402
tempObjectNumber: 14, Title: Terracotta head of a woman,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 2 1/2 in. (6.35 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.119
tempObjectNumber: 15, Title: Bronze eyelet-type pin,  Period: Late Helladic IIIA,  Date: ca. 14th century B.C.,  Culture: Mycenaean,  Medium: Bronze,  Dimensions: Other: 5 3/4in. (14.6cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5523
