tempObjectNumber: 1, Title: Jasper scaraboid,  : Inscribed by Anakles,  Period: Archaic,  Date: early 5th century B.C.,  Culture: Greek,  Medium: Jasper black,  Dimensions: length  5/8in. (1.6cm),  Classification: Gems,  Credit Line: Purchase Joseph Pulitzer Bequest 1942,  Accession Number: 42.11.16
tempObjectNumber: 2, Title: Glass perfume bottle,  Period: Early or Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 2 3/16in. (5.5cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.46
tempObjectNumber: 3, Title: Earring with ball pendant and paste setting,  Culture: Roman,  Medium: Gold glass paste,  Dimensions: Other: 5/16 x 3/8 x 7/8 in. (0.8 x 0.9 x 2.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3806
tempObjectNumber: 4, Title: Seal,  Culture: Minoan Crete,  Medium: Jasper yellow,  Dimensions: Other: 3/8 x 3/16 in. (1 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.314
tempObjectNumber: 5, Title: Glass spindle whorl,  Period: Early to Mid Imperial,  Date: ca. 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; rod-formed and wound,  Dimensions: Overall: 7/16 x 3 3/4in. (1.1 x 9.5cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.335
tempObjectNumber: 6, Title: Steatite Lentoid,  Period: Late Minoan IIIA,  Date: ca. 1400–1375 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Overall: 9/16 x 5/8 in. (1.5 x 1.6 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.334
tempObjectNumber: 7, Title: Steatite Triangular Prism,  Period: Middle Minoan II–III,  Date: ca. 1800–1600 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 11/16 in. (1.7 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.152
tempObjectNumber: 8, Title: Terracotta skyphos (deep drinking cup),  Period: Geometric,  Date: 1st half of 8th century B.C.,  Culture: Greek Euboean,  Medium: Terracotta,  Dimensions: H. 3 3/8 in. (8.6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.589
tempObjectNumber: 9, Title: Gold earring with head of a bull,  Period: Late Bronze Age,  Date: ca. 1400–1050 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Other: 1 1/4 in. (3.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3133
tempObjectNumber: 10, Title: Kylix Droop cup,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter: 10 15/16 × 4 3/8 in. (27.8 × 11.1 cm),  Classification: Vases,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.140
tempObjectNumber: 11, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 3/8 x 1/2 x 1/8 in. (1 x 1.3 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.982
tempObjectNumber: 12, Title: Jug,  Period: Cypro-Archaic II,  Date: 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 16 5/16in. (41.5cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.595
tempObjectNumber: 13, Title: Lekythos,  Attribution: the Painter of the New York Hypnos,  Period: Classical,  Date: ca. 440–430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure white-ground,  Dimensions: Diameter: 4 1/8 × 2 3/8 × 2 13/16 in. (10.4 × 6.1 × 7.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.36
tempObjectNumber: 14, Title: Statuette of Eros,  Medium: Terracotta,  Dimensions: H. 5 15/16 in. (15.1 cm),  Classification: Terracottas,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.164
tempObjectNumber: 15, Title: Relief fragment from the temple of Zeus at Olympia,  Culture: Greek,  Medium: Terracotta,  Dimensions: 2 3/8 in. x 2 1/8 in. (6 cm x 5.6 cm),  Classification: Terracottas,  Credit Line: Gift of Albert Gallatin 1941,  Accession Number: 41.162.268
tempObjectNumber: 16, Title: Vase fragment,  Period: Archaic,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 4 13/16 x 4in. (12.2 x 10.1cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.114
