tempObjectNumber: 1, Title: Terracotta amphora (jar),  Attribution: the Antimenes Painter,  Period: Archaic,  Date: ca. 530–520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 26 in. (66 cm),  Classification: Vases,  Credit Line: Gift of Ernest Brummer 1957,  Accession Number: 57.12.6
tempObjectNumber: 2, Title: Mask fragment,  Period: Archaic,  Date: ca. 650–480 B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: H.: 2 1/2 in. (6.4 cm),  Classification: Terracottas,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.186
tempObjectNumber: 3, Title: Seal cushion,  Period: Middle Minoan III–Late Minoan I,  Date: ca. 1650–1500 B.C.,  Culture: Minoan Crete,  Medium: Agate,  Dimensions: Other: 5/16 x 3/8 x 1/8 in. (0.8 x 0.9 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.270
tempObjectNumber: 4, Title: Terracotta statuette of an actor,  Period: Late Classical,  Date: late 5th–early 4th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 4 7/8 in. (12.4 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1913,  Accession Number: 13.225.21
tempObjectNumber: 5, Title: Lamp,  Culture: Roman,  Medium: Terracotta,  Dimensions: 4 1/4 in. x 1 1/16 in. (10.7 cm x 2.7 cm),  Classification: Terracottas,  Credit Line: Purchase 1927,  Accession Number: 27.94.9
tempObjectNumber: 6, Title: Gold spiral,  Period: Late Bronze Age,  Date: ca. 1600–1100 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Length: 11/16 in. (1.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3082
tempObjectNumber: 7, Title: Ring motto,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 7/16 x 1/4 x 5/8 in. (1.2 x 0.7 x 1.6 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4107
tempObjectNumber: 8, Title: Terracotta squat alabastron (jar),  Period: Late Helladic IIIB,  Date: ca. 13th century B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: Other: 7 3/4in. (19.7cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5851
tempObjectNumber: 9, Title: Glass beaker,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown blobbed and cut,  Dimensions: Diam.: 3 15/16 in. (10 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1294
tempObjectNumber: 10, Title: Seal,  Culture: Minoan Crete,  Medium: Carnelian,  Dimensions: Other: 7/16 x 1/4 in. (1.2 x 0.6 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.232
tempObjectNumber: 11, Title: Gold hoop with plasma scarab,  Period: Archaic,  Date: 6th–5th century B.C.,  Culture: Cypriot,  Medium: Gold green plasma,  Dimensions: Other: 1 15/16 in. (4.9 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4139
tempObjectNumber: 12, Title: Gold and garnet ring,  Period: Early Imperial,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman Cypriot,  Medium: Gold garnet,  Dimensions: Diam.: 3/4 in. (1.9 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4261
