tempObjectNumber: 1, Title: Bronze statuette of a bull,  Period: Archaic,  Date: early 5th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H.: 1 9/16 in. (4 cm),  Classification: Bronzes,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.76
tempObjectNumber: 2, Title: Statuette of an old woman,  Period: Late Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 5 3/16 in. (13.2 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.4
tempObjectNumber: 3, Title: Vase fragment,  Period: Neolithic first period,  Culture: Neolithic Thessaly,  Medium: Terracotta,  Dimensions: length  2 1/4in. (5.7cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.5
tempObjectNumber: 4, Title: Lead ornament possibly imitating jewelry,  Period: Archaic,  Date: 6th–5th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.119
tempObjectNumber: 5, Title: Bronze sestertius of Trebonianus Gallus,  Period: Late Imperial,  Date: A.D. 251–253,  Culture: Roman,  Medium: Bronze,  Dimensions: H.: 1 1/16 in. (2.7 cm),  Classification: Coins,  Credit Line: Gift of William M. Laffan 1905,  Accession Number: 05.47
tempObjectNumber: 6, Title: Button,  Medium: Bronze,  Dimensions: Diam.: 2 in. (5.1 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5652
tempObjectNumber: 7, Title: Glass ribbed bowl,  Period: Early Imperial,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Glass; blown trailed and tooled,  Dimensions: Diameter: 3 13/16 × 2 13/16 in. (9.6 × 7.1 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.345
tempObjectNumber: 8, Title: Ring,  Date: 4th–3rd century B.C.,  Culture: Roman,  Medium: gold,  Dimensions: Other: 11/16 x 5/16 in. (1.7 x 0.7 cm),  Classification: Gems,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.115
tempObjectNumber: 9, Title: Cup,  Period: Bronze Age,  Date: ca. 3200–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 3 3/8 x 3 1/2 in. (8.6 x 8.9 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1148
tempObjectNumber: 10, Title: Terracotta guttus (flask with handle and vertical spout),  Period: Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta,  Dimensions: 5 1/4in. (13.3cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.271
tempObjectNumber: 11, Title: Awl,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 4 1/4in. (10.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5338
