tempObjectNumber: 1, Title: Chlorite necklace with 36 biconical beads,  Period: Late Bronze or Early Iron Age,  Date: ca. 1600–600 B.C.,  Culture: Cypriot,  Medium: Chlorite,  Dimensions: Approximate length of whole 26 1/2 in. (67.3 cm),  Classification: Miscellaneous-Stone,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5009
tempObjectNumber: 2, Title: Limestone strainer,  Culture: Cypriot,  Medium: Limestone,  Dimensions: H.:  1/4 in. (3.2 cm); Diam. 3 1/4 in. (8.3 cm),  Classification: Miscellaneous-Stone,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5152
tempObjectNumber: 3, Title: Jar,  Period: Hellenic,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 13 13/16 in. (35.1 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.806
tempObjectNumber: 4, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard,  Dimensions: Other: 9/16 x 7/16 x 1/8 in. (1.5 x 1.2 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1035
tempObjectNumber: 5, Title: Terracotta vase in the form of a bull,  Period: Late Cypriot II,  Date: ca. 1450–1200 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: length  5 11/16 in. (14.5 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1436
tempObjectNumber: 6, Title: Earring slit,  Period: New Kingdom,  Culture: Egyptian,  Medium: Carnelian,  Dimensions: Height: 9/16 x 11/16 in. (1.4 x 1.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4460
tempObjectNumber: 7, Title: Aryballos,  Period: Protocorinthian,  Date: ca. 675–640 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: 3 5/8in. (9.2cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1421
tempObjectNumber: 8, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 3/4 x 1 3/8 in. (1.9 x 3.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1741
tempObjectNumber: 9, Title: Bead,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 13/16 x 7/16 in. (2.1 x 1.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.417
tempObjectNumber: 10, Title: Bronze bowl and oinochoe (jug),  Period: Late Archaic,  Date: late 6th–early 5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H. 9 7/16 in. (24 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.126
tempObjectNumber: 11, Title: Bead,  Medium: Glass,  Dimensions: Diameter: 3 11/16 x 1 7/16 in. (9.3 x 3.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.634
tempObjectNumber: 12, Title: Vase fragment,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 2 7/16 × 2 7/8 × 7/16 in. (6.3 × 7.3 × 1 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.92
tempObjectNumber: 13, Title: Terracotta jug,  Period: Late Imperial,  Date: ca. A.D. 220–250,  Culture: Roman,  Medium: Terracotta; African Red Slip Ware,  Dimensions: 6 1/16in. (15.4cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.383
