tempObjectNumber: 1, Title: Glass beaker,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 7/16 in. (8.7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1403
tempObjectNumber: 2, Title: Ribbed glass bowl,  Period: Early Imperial Augustan or Julio-Claudian,  Date: late 1st century B.C.–mid-1st century A.D.,  Culture: Roman,  Medium: Glass; cast and tooled,  Dimensions: Diam.: 4 3/4 in. (12.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.199
tempObjectNumber: 3, Title: Terracotta lamp,  Period: Imperial,  Date: late 1st–early 2nd century A.D.,  Culture: Roman,  Medium: Terracotta; mold-made,  Dimensions: Overall: 3 15/16 x 1 15/16in. (10 x 4.9cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2072
tempObjectNumber: 4, Title: Marble head from a herm,  Period: Classical,  Date: probably late 5th century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: H.: 9 7/8 in. (25.1 cm),  Classification: Stone Sculpture,  Credit Line: Purchase Joseph Pulitzer Bequest 1959,  Accession Number: 59.11.24
tempObjectNumber: 5, Title: Statuette of a man,  Medium: Bronze,  Dimensions: H.: 2 5/8 in. (6.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.289
tempObjectNumber: 6, Title: Terracotta tripod pyxis (box),  Period: Late Corinthian,  Date: 2nd half of the 6th century B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: Diam.: 4 1/2 in. (11.4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.27
tempObjectNumber: 7, Title: Statuette of a woman,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H.: 7 1/8 in. (18.1 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1914,  Accession Number: 14.105.5
tempObjectNumber: 8, Title: Intaglio,  Medium: Jasper green,  Dimensions: Other: 7/16 x 3/8 x 1/16 in. (1.2 x 0.9 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.769
tempObjectNumber: 9, Title: Child grotesque,  Period: Late Hellenistic,  Date: 2nd–1st century B.C.,  Culture: Greek Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 3 3/8 in. (8.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1742
tempObjectNumber: 10, Title: Fragment of a terracotta lid,  Attribution: the Urla Group,  Period: Archaic,  Date: ca. 540–515 B.C.,  Culture: East Greek Clazomenian,  Medium: Terracotta; black-figure,  Dimensions: 3 3/8in. (8.5cm),  Classification: Vases,  Credit Line: Fletcher Fund 1937,  Accession Number: 37.11.4
tempObjectNumber: 11, Title: Six engravings and one map,  Date: 18th century,  Medium: Ink on paper,  Dimensions: 7. Overall: 21 3/4 x 24 1/2 in. (55.2 x 62.2 cm),  Classification: Miscellaneous-Paintings,  Credit Line: Gift of Nancy Ford 2002,  Accession Number: 2002.406.1–.7
