tempObjectNumber: 1, Title: Faience Overseer Ushabti,  Period: Third Intermediate Period,  Date: ca. 1090–900 B.C.,  Culture: Egyptian,  Medium: Clay glazed,  Dimensions: H.: 2 3/8 in. (6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4496
tempObjectNumber: 2, Title: Vase fragment in the form of a satyr's head,  Attribution: the Sabouroff Class of Head Vases,  Period: Late Archaic,  Date: 1st quarter of 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: 3 1/2 x 2 5/16in. (8.9 x 5.9cm),  Classification: Vases,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.111
tempObjectNumber: 3, Title: Coin,  Medium: Electrum,  Dimensions: Diameter: 5/8 × 1/8 in. 0.1oz. (1.5 × 0.3 cm 3.55g),  Classification: Coins,  Credit Line: Gift of J. Pierpont Morgan 1905,  Accession Number: 05.44.304
tempObjectNumber: 4, Title: Chariot fragments,  Period: Archaic,  Date: ca. 500–480 B.C.,  Culture: Etruscan,  Medium: Bronze,  Classification: Bronzes,  Credit Line: Fletcher Fund 1929,  Accession Number: 29.131.3u
tempObjectNumber: 5, Title: Terracotta mug,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; black-glaze,  Dimensions: H. 2 15/16 in. (7.5 cm),  Classification: Vases,  Credit Line: Gift of Norman Jacobson 1983,  Accession Number: 1983.571.3
tempObjectNumber: 6, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 7/8 x 7/8 in. (2.2 x 2.3 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1672
tempObjectNumber: 7, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Jasper red,  Dimensions: Other: 9/16 x 1/2 x 1/8 in. (1.5 x 1.3 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.89
tempObjectNumber: 8, Title: Gold necklace with coin pendants,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Diam. (Small coin): 1 3/8 in. (3.5 cm),  Classification: Gold and Silver,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.1655
tempObjectNumber: 9, Title: Bone spindle whorl,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Bone,  Dimensions: Diameter 11/16 in. (1.8 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5186
tempObjectNumber: 10, Title: Glass bowl,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown and cut,  Dimensions: Diam.: 3 1/4 in. (8.3 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.173
tempObjectNumber: 11, Title: Vase fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 3.20 cm.,  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1732
tempObjectNumber: 12, Title: Bottle,  Period: Late Bronze Age,  Date: 15th–14th century B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 11 7/16 in. (29.1 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1322
tempObjectNumber: 13, Title: Mosaic glass ribbed bowl fragment,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: Overall: 1 3/4 x 2 3/4 in. (4.4 x 7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1632
