tempObjectNumber: 1, Title: Glass jug,  Period: Early to Mid Imperial,  Date: 1st.–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 1/16 in. (7.7 cm),  Classification: Glass,  Credit Line: Gift of Robert H. Van Court 1919,  Accession Number: 19.85.4
tempObjectNumber: 2, Title: Bronze pin with snake-head terminal,  Period: Archaic,  Date: ca. 550 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 9 15/16 in. (25.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1903,  Accession Number: 03.23.48a
tempObjectNumber: 3, Title: Terracotta vessel fragment with floral motif,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Terracotta; Dark-on-light ware,  Dimensions: Other: 2 x 1 1/2 in. (5.1 x 3.8 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.95
tempObjectNumber: 4, Title: Amphoriskos,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 8 5/8 in. (21.9 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.583
tempObjectNumber: 5, Title: Bronze jug,  Period: Late Archaic,  Date: early 5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H. (without handle): 5 in. (12.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1900,  Accession Number: 00.13.4
tempObjectNumber: 6, Title: Scarab,  Date: 1st century B.C.–3rd century A.D.,  Culture: Italic or Roman,  Medium: Agate,  Dimensions: Other: 1/4 x 1/4 x 3/8 in. (0.6 x 0.7 x 1 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.461
tempObjectNumber: 7, Title: Carnelian Lentoid,  Period: Late Minoan IB,  Date: ca. 1500–1450 B.C.,  Culture: Minoan,  Medium: Carnelian,  Dimensions: Diam.: 13/16 in. (2.1 cm),  Classification: Gems,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.9
tempObjectNumber: 8, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 11/16 x 1 3/16 in. (1.7 x 3 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.2003
tempObjectNumber: 9, Title: Statuette of a man,  Medium: Bronze,  Dimensions: H.: 2 1/4 in. (5.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.249
tempObjectNumber: 10, Title: Basalt mortar or plate,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Basalt,  Dimensions: H. 1 3/8; Diam. 8 1/4 in. (3.5 x 21 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5049
tempObjectNumber: 11, Title: Head of a woman,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H.: 2 15/16 in. (7.5 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.72
